"filename","_col1"
"20230812_22_408.zip-381277H0.805","1853"
"20230816_12_408.zip-381660H0.815","2420"
"20230813_21_408.zip-381311H0.812","661"
"20230814_22_408.zip-381483H0.805","2264"
"20230817_17_408.zip-381780H0.811","1108"
"20230817_21_408.zip-381788H0.808","5682"
"20230812_12_408.zip-381238H0.804","591"
"20230816_14_408.zip-381690H0.809","1054"
"20230819_20_408.zip-381973H0.812","37"
"20230816_16_408.zip-381603H0.804","2031"
"20230815_15_408.zip-381532H0.812","533"
"20230817_01_408.zip-381675H0.808","3029"
"20230817_16_408.zip-381772H0.801","853"
"20230816_18_408.zip-381670H0.808","904"
"20230819_19_408.zip-381973H0.813","14"
"20230821_04_408.zip-382141H0.814","10"
"20230820_17_408.zip-382025H0.811","42"
"20230821_08_408.zip-382139H0.816","41"
"20230819_02_408.zip-381809H0.814","12"
"20230823_10_408.zip-382386H0.812","17"
"20230822_07_408.zip-382205H0.813","12"
"20230811_16_408.zip-381167H0.809","1232"
"20230811_18_408.zip-381129H0.813","1009"
"20230824_06_408.zip-382462H0.805","16"
"20230811_10_408.zip-381197H0.807","1468"
"20230810_07_408.zip-381072H0.812","402"
"20230810_10_408.zip-381082H0.815","588"
"20230814_16_408.zip-381440H0.801","181"
"20230817_08_408.zip-381781H0.808","498"
"20230812_06_408.zip-381269H0.805","889"
"20230816_06_408.zip-381664H0.808","3957"
"20230814_18_408.zip-381465H0.814","1248"
"20230816_14_408.zip-381602H0.804","1292"
"20230815_06_408.zip-381581H0.804","2430"
"20230813_01_408.zip-381248H0.804","1487"
"20230816_13_408.zip-381667H0.808","1045"
"20230817_08_408.zip-381769H0.815","917"
"20230813_23_408.zip-381358H0.814","1331"
"20230815_20_408.zip-381517H0.806","3695"
"20230814_08_408.zip-381459H0.814","4041"
"20230815_14_408.zip-381559H0.811","926"
"20230812_07_408.zip-381220H0.801","1802"
"20230818_08_408.zip-381805H0.814","99"
"20230816_23_408.zip-381611H0.804","318"
"20230819_02_408.zip-381808H0.814","14"
"20230820_15_408.zip-382017H0.809","15"
"20230822_01_408.zip-382195H0.815","9"
"20230822_19_408.zip-382246H0.811","39"
"20230823_08_408.zip-382345H0.805","16"
"20230822_01_408.zip-382136H0.805","18"
"20230811_08_408.zip-381199H0.815","459"
"20230811_15_408.zip-381177H0.802","702"
"20230822_10_408.zip-382208H0.813","12"
"20230811_09_408.zip-381119H0.811","844"
"20230822_08_408.zip-382244H0.811","39"
"20230821_17_408.zip-382195H0.813","12"
"20230810_14_408.zip-381087H0.815","1015"
"20230824_01_408.zip-382357H0.805","16"
"20230820_16_408.zip-382078H0.813","13"
"20230823_23_408.zip-382341H0.807","38"
"20230815_18_408.zip-381560H0.813","336"
"20230815_05_408.zip-381557H0.813","9601"
"20230817_11_408.zip-381743H0.812","4253"
"20230814_21_408.zip-381444H0.801","680"
"20230813_15_408.zip-381381H0.802","201"
"20230814_21_408.zip-381443H0.801","711"
"20230817_07_408.zip-381791H0.802","411"
"20230814_08_408.zip-381468H0.804","464"
"20230813_08_408.zip-381329H0.801","2662"
"20230812_22_408.zip-381247H0.804","541"
"20230818_12_408.zip-381831H0.804","85"
"20230812_16_408.zip-381225H0.815","2455"
"20230815_09_408.zip-381585H0.804","671"
"20230818_08_408.zip-381826H0.804","89"
"20230814_23_408.zip-381436H0.807","601"
"20230818_07_408.zip-381804H0.814","1068"
"20230818_18_408.zip-381896H0.808","50"
"20230818_20_408.zip-381881H0.801","41"
"20230818_08_408.zip-381867H0.807","63"
"20230819_13_408.zip-381983H0.801","31"
"20230823_05_408.zip-382311H0.802","5"
"20230819_10_408.zip-381971H0.813","17"
"20230819_12_408.zip-381967H0.812","37"
"20230818_20_408.zip-381873H0.815","42"
"20230820_09_408.zip-382079H0.815","23"
"20230821_14_408.zip-382144H0.814","10"
"20230819_14_408.zip-381969H0.812","37"
"20230820_13_408.zip-382015H0.809","17"
"20230819_08_408.zip-381998H0.808","37"
"20230822_10_408.zip-382249H0.809","12"
"20230819_03_408.zip-381910H0.814","12"
"20230820_15_408.zip-382089H0.801","25"
"20230822_01_408.zip-382140H0.809","13"
"20230823_08_408.zip-382369H0.809","12"
"20230819_07_408.zip-381984H0.807","49"
"20230821_13_408.zip-382131H0.805","18"
"20230822_10_408.zip-382248H0.809","12"
"20230819_10_408.zip-381917H0.814","12"
"20230810_04_408.zip-381078H0.815","2478"
"20230811_08_408.zip-381163H0.809","531"
"20230821_20_408.zip-382196H0.813","12"
"20230823_18_408.zip-382319H0.813","10"
"20230810_08_408.zip-381022H0.816","905"
"20230811_10_408.zip-381189H0.812","3134"
"20230821_08_408.zip-382196H0.807","38"
"20230814_08_408.zip-381460H0.814","573"
"20230814_07_408.zip-381466H0.804","613"
"20230817_06_408.zip-381741H0.812","6112"
"20230818_01_408.zip-381784H0.811","614"
"20230813_13_408.zip-381332H0.801","1491"
"20230816_23_408.zip-381612H0.804","197"
"20230816_10_408.zip-381697H0.804","627"
"20230817_02_408.zip-381667H0.815","282"
"20230816_12_408.zip-381693H0.814","1947"
"20230814_22_408.zip-381476H0.804","859"
"20230817_21_408.zip-381752H0.812","773"
"20230815_22_408.zip-381584H0.814","571"
"20230812_20_408.zip-381244H0.804","851"
"20230815_13_408.zip-381548H0.815","198"
"20230812_22_408.zip-381246H0.804","797"
"20230821_01_408.zip-382025H0.809","15"
"20230818_16_408.zip-381801H0.805","44"
"20230819_02_408.zip-381867H0.813","19"
"20230820_01_408.zip-381901H0.808","9"
"20230819_04_408.zip-381911H0.814","12"
"20230824_06_408.zip-382414H0.808","7"
"20230819_06_408.zip-381924H0.806","191"
"20230819_12_408.zip-381905H0.811","44"
"20230821_08_408.zip-382130H0.809","15"
"20230819_03_408.zip-381969H0.813","17"
"20230822_19_408.zip-382256H0.809","12"
"20230820_20_408.zip-382092H0.801","24"
"20230823_07_408.zip-382314H0.810","25"
"20230811_07_408.zip-381198H0.815","313"
"20230822_01_408.zip-382137H0.805","18"
"20230811_14_408.zip-381148H0.808","2352"
"20230810_10_408.zip-381076H0.812","657"
"20230823_16_408.zip-382330H0.807","38"
"20230822_06_408.zip-382206H0.807","38"
"20230811_20_408.zip-381131H0.804","2585"
"20230810_18_408.zip-381014H0.801","1189"
"20230811_09_408.zip-381164H0.809","700"
"20230811_19_408.zip-381149H0.808","2525"
"20230813_12_408.zip-381331H0.801","1143"
"20230816_06_408.zip-381687H0.805","5060"
"20230814_11_408.zip-381437H0.815","1384"
"20230818_03_408.zip-381895H0.802","231"
"20230812_20_408.zip-381298H0.812","950"
"20230815_21_408.zip-381555H0.815","289"
"20230817_08_408.zip-381771H0.811","771"
"20230814_08_408.zip-381449H0.813","1450"
"20230815_09_408.zip-381551H0.801","466"
"20230814_01_408.zip-381362H0.804","1087"
"20230814_06_408.zip-381480H0.805","2745"
"20230812_12_408.zip-381241H0.811","917"
"20230816_20_408.zip-381690H0.805","3089"
"20230816_21_408.zip-381674H0.808","628"
"20230816_22_408.zip-381609H0.804","628"
"20230815_22_408.zip-381588H0.802","451"
"20230817_20_408.zip-381721H0.806","4339"
"20230818_20_408.zip-381803H0.805","44"
"20230818_09_408.zip-381892H0.811","104"
"20230817_09_408.zip-381768H0.801","967"
"20230818_10_408.zip-381858H0.812","139"
"20230815_10_408.zip-381587H0.802","337"
"20230818_08_408.zip-381872H0.815","53"
"20230818_09_408.zip-381898H0.805","103"
"20230819_17_408.zip-381907H0.805","20"
"20230820_16_408.zip-382031H0.814","12"
"20230820_14_408.zip-382088H0.801","25"
"20230819_08_408.zip-381900H0.811","45"
"20230822_12_408.zip-382250H0.809","12"
"20230821_13_408.zip-382143H0.814","10"
"20230811_08_408.zip-381162H0.809","2581"
"20230823_07_408.zip-382385H0.812","17"
"20230811_09_408.zip-381125H0.813","1891"
"20230810_21_408.zip-381090H0.807","835"
"20230811_06_408.zip-381196H0.815","4991"
"20230822_23_408.zip-382215H0.813","12"
"20230811_12_408.zip-381102H0.815","1855"
"20230811_13_408.zip-381139H0.814","1078"
"20230823_22_408.zip-382339H0.807","38"
"20230822_08_408.zip-382200H0.815","8"
"20230823_14_408.zip-382322H0.807","38"
"20230812_15_408.zip-381234H0.813","844"
"20230813_11_408.zip-381350H0.804","652"
"20230812_15_408.zip-381279H0.802","155"
"20230814_22_408.zip-381433H0.807","551"
"20230812_11_408.zip-381237H0.804","1467"
"20230816_17_408.zip-381669H0.808","3009"
"20230819_16_408.zip-381985H0.801","25"
"20230816_08_408.zip-381654H0.807","661"
"20230814_23_408.zip-381467H0.814","3923"
"20230819_23_408.zip-381915H0.811","44"
"20230818_21_408.zip-381863H0.812","110"
"20230820_16_408.zip-382086H0.815","10"
"20230822_05_408.zip-382247H0.804","10"
"20230815_23_408.zip-381559H0.801","1061"
"20230817_02_408.zip-381693H0.809","6086"
"20230818_20_408.zip-381823H0.806","212"
"20230820_16_408.zip-382028H0.814","12"
"20230821_10_408.zip-382142H0.814","10"
"20230819_06_408.zip-381982H0.807","49"
"20230821_07_408.zip-382126H0.805","18"
"20230820_16_408.zip-382024H0.811","42"
"20230821_12_408.zip-382105H0.808","8"
"20230811_10_408.zip-381120H0.811","538"
"20230811_23_408.zip-381171H0.809","3441"
"20230822_09_408.zip-382201H0.815","8"
"20230812_20_408.zip-381274H0.805","531"
"20230822_09_408.zip-382238H0.805","17"
"20230810_13_408.zip-381086H0.815","590"
"20230810_12_408.zip-381078H0.812","572"
"20230821_21_408.zip-382197H0.813","12"
"20230811_16_408.zip-381126H0.811","1927"
"20230811_20_408.zip-381129H0.811","812"
"20230824_10_408.zip-382449H0.807","30"
"20230810_07_408.zip-381079H0.815","1192"
"20230822_20_408.zip-382212H0.807","38"
"20230811_19_408.zip-381128H0.811","1929"
"20230810_04_408.zip-381079H0.807","1208"
"20230814_01_408.zip-381357H0.808","532"
"20230816_08_408.zip-381618H0.806","3355"
"20230817_22_408.zip-381781H0.811","3277"
"20230814_11_408.zip-381424H0.807","1523"
"20230815_01_408.zip-381444H0.815","2266"
"20230814_19_408.zip-381424H0.812","182"
"20230812_11_408.zip-381221H0.801","1471"
"20230813_11_408.zip-381330H0.801","2157"
"20230812_20_408.zip-381228H0.801","1156"
"20230813_13_408.zip-381345H0.811","3810"
"20230818_01_408.zip-381785H0.811","739"
"20230817_17_408.zip-381747H0.812","1651"
"20230814_14_408.zip-381427H0.807","1129"
"20230819_15_408.zip-381984H0.801","29"
"20230815_18_408.zip-381563H0.808","2702"
"20230815_11_408.zip-381574H0.814","687"
"20230820_11_408.zip-382020H0.811","43"
"20230821_03_408.zip-382126H0.809","15"
"20230819_18_408.zip-381971H0.812","37"
"20230820_17_408.zip-382075H0.812","18"
"20230823_19_408.zip-382355H0.811","38"
"20230821_18_408.zip-382179H0.812","18"
"20230821_07_408.zip-382129H0.809","15"
"20230822_20_408.zip-382249H0.804","10"
"20230821_09_408.zip-382128H0.805","18"
"20230823_22_408.zip-382377H0.809","12"
"20230822_08_408.zip-382212H0.810","7849"
"20230819_03_408.zip-381979H0.807","49"
"20230822_08_408.zip-382251H0.814","10"
"20230811_22_408.zip-381130H0.813","2436"
"20230823_09_408.zip-382317H0.813","12"
"20230811_23_408.zip-381131H0.813","526"
"20230822_06_408.zip-382203H0.813","12"
"20230811_12_408.zip-381138H0.814","823"
"20230821_22_408.zip-382105H0.807","38"
"20230810_21_408.zip-381083H0.812","1281"
"20230810_05_408.zip-381054H0.805","281"
"20230810_18_408.zip-381056H0.809","2954"
"20230824_06_408.zip-382444H0.807","36"
"20230815_22_408.zip-381558H0.801","853"
"20230814_19_408.zip-381441H0.801","3363"
"20230814_10_408.zip-381482H0.809","4930"
"20230814_19_408.zip-381425H0.812","540"
"20230814_12_408.zip-381471H0.804","2100"
"20230818_07_408.zip-381854H0.812","146"
"20230816_15_408.zip-381689H0.802","802"
"20230816_11_408.zip-381665H0.808","2510"
"20230817_08_408.zip-381720H0.806","3384"
"20230813_21_408.zip-381331H0.815","1762"
"20230818_04_408.zip-381895H0.805","147"
"20230817_07_408.zip-381780H0.808","367"
"20230812_08_408.zip-381237H0.811","493"
"20230816_07_408.zip-381653H0.807","499"
"20230814_08_408.zip-381448H0.813","1124"
"20230817_12_408.zip-381770H0.801","1105"
"20230816_19_408.zip-381659H0.807","4674"
"20230817_18_408.zip-381748H0.812","898"
"20230816_23_408.zip-381610H0.804","758"
"20230813_22_408.zip-381349H0.811","835"
"20230819_16_408.zip-381937H0.804","18"
"20230818_23_408.zip-381877H0.807","60"
"20230818_22_408.zip-381864H0.812","110"
"20230814_10_408.zip-381422H0.807","648"
"20230814_22_408.zip-381445H0.801","280"
"20230817_10_408.zip-381774H0.811","829"
"20230820_08_408.zip-382021H0.814","12"
"20230820_22_408.zip-382028H0.811","42"
"20230820_13_408.zip-382087H0.801","25"
"20230820_16_408.zip-382019H0.809","15"
"20230820_15_408.zip-382084H0.815","14"
"20230810_16_408.zip-381034H0.814","149"
"20230811_19_408.zip-381193H0.812","1366"
"20230823_15_408.zip-382388H0.812","15"
"20230812_01_408.zip-381172H0.809","1086"
"20230810_10_408.zip-381031H0.814","76"
"20230812_01_408.zip-381115H0.815","634"
"20230812_09_408.zip-381235H0.804","887"
"20230810_19_408.zip-381026H0.804","6392"
"20230812_02_408.zip-381116H0.815","3704"
"20230812_01_408.zip-381145H0.814","1216"
"20230823_08_408.zip-382316H0.813","12"
"20230823_07_408.zip-382314H0.807","38"
"20230810_21_408.zip-381005H0.806","5497"
"20230811_11_408.zip-381137H0.814","1776"
"20230824_04_408.zip-382411H0.815","5"
"20230824_01_408.zip-382343H0.807","38"
"20230823_10_408.zip-382317H0.807","38"
"20230810_09_408.zip-381057H0.805","642"
"20230812_17_408.zip-381225H0.801","1403"
"20230812_23_408.zip-381228H0.815","166"
"20230815_15_408.zip-381535H0.812","295"
"20230816_21_408.zip-381697H0.814","1338"
"20230814_04_408.zip-381418H0.807","8559"
"20230817_20_408.zip-381723H0.804","1768"
"20230813_18_408.zip-381354H0.814","7083"
"20230817_12_408.zip-381702H0.809","1848"
"20230813_23_408.zip-381382H0.802","1227"
"20230813_04_408.zip-381300H0.812","2952"
"20230816_21_408.zip-381673H0.808","772"
"20230816_07_408.zip-381661H0.813","4793"
"20230820_12_408.zip-382021H0.811","42"
"20230816_05_408.zip-381664H0.811","12608"
"20230815_18_408.zip-381589H0.804","4058"
"20230815_08_408.zip-381516H0.806","3952"
"20230824_08_408.zip-382416H0.808","7"
"20230821_19_408.zip-382135H0.809","13"
"20230824_01_408.zip-382313H0.802","5"
"20230820_19_408.zip-382036H0.814","12"
"20230810_04_408.zip-381053H0.805","46"
"20230824_06_408.zip-382415H0.808","7"
"20230824_07_408.zip-382497H0.801","5"
"20230823_02_408.zip-382243H0.805","17"
"20230822_12_408.zip-382254H0.814","9"
"20230811_01_408.zip-381087H0.812","1344"
"20230822_11_408.zip-382208H0.807","38"
"20230811_08_408.zip-381118H0.811","1551"
"20230822_21_408.zip-382258H0.814","9"
"20230810_12_408.zip-381072H0.802","22"
"20230811_10_408.zip-381116H0.801","145"
"20230822_22_408.zip-382214H0.813","12"
"20230810_21_408.zip-381027H0.804","1870"
"20230810_23_408.zip-381045H0.808","2227"
"20230824_07_408.zip-382446H0.807","30"
"20230810_15_408.zip-381061H0.805","2502"
"20230817_06_408.zip-381778H0.808","4778"
"20230815_06_408.zip-381587H0.809","430"
"20230814_05_408.zip-381451H0.811","2556"
"20230815_08_408.zip-381540H0.807","538"
"20230815_23_408.zip-381585H0.814","694"
"20230815_01_408.zip-381437H0.807","1786"
"20230818_07_408.zip-381871H0.815","1184"
"20230815_08_408.zip-381525H0.818","8017"
"20230818_12_408.zip-381830H0.804","85"
"20230821_12_408.zip-382133H0.809","15"
"20230819_20_408.zip-381911H0.811","44"
"20230818_15_408.zip-381837H0.816","55"
"20230819_21_408.zip-381978H0.815","23"
"20230818_12_408.zip-381894H0.811","104"
"20230823_07_408.zip-382367H0.809","12"
"20230821_18_408.zip-382141H0.811","39"
"20230820_12_408.zip-382013H0.805","20"
"20230821_12_408.zip-382191H0.813","12"
"20230810_11_408.zip-381083H0.815","790"
"20230823_22_408.zip-382370H0.814","8"
"20230811_12_408.zip-381117H0.801","2026"
"20230811_23_408.zip-381112H0.815","194"
"20230822_18_408.zip-382211H0.813","12"
"20230824_04_408.zip-382413H0.808","7"
"20230811_13_408.zip-381126H0.813","3102"
"20230810_20_408.zip-381091H0.815","742"
"20230810_17_408.zip-381086H0.807","1445"
"20230812_12_408.zip-381222H0.801","797"
"20230823_15_408.zip-382329H0.807","38"
"20230821_12_408.zip-382198H0.807","38"
"20230810_10_408.zip-381024H0.804","1054"
"20230813_21_408.zip-381357H0.814","474"
"20230817_10_408.zip-381701H0.814","2419"
"20230813_13_408.zip-381353H0.804","608"
"20230814_15_408.zip-381454H0.811","4830"
"20230813_21_408.zip-381359H0.804","772"
"20230815_08_408.zip-381571H0.814","697"
"20230812_08_408.zip-381238H0.811","539"
"20230813_04_408.zip-381311H0.806","5970"
"20230812_03_408.zip-381217H0.815","638"
"20230817_06_408.zip-381768H0.815","2155"
"20230815_21_408.zip-381552H0.815","840"
"20230815_12_408.zip-381553H0.801","1688"
"20230815_15_408.zip-381562H0.808","5263"
"20230818_20_408.zip-381807H0.814","14"
"20230821_06_408.zip-382128H0.806","187"
"20230815_01_408.zip-381445H0.815","1206"
"20230818_13_408.zip-381870H0.807","60"
"20230819_18_408.zip-381925H0.806","191"
"20230819_03_408.zip-381968H0.813","18"
"20230820_15_408.zip-382083H0.815","18"
"20230820_23_408.zip-382021H0.805","19"
"20230824_04_408.zip-382481H0.809","12"
"20230819_16_408.zip-381908H0.811","44"
"20230810_18_408.zip-381057H0.809","368"
"20230820_19_408.zip-382026H0.811","42"
"20230823_20_408.zip-382334H0.807","38"
"20230822_09_408.zip-382252H0.814","9"
"20230811_03_408.zip-381160H0.809","470"
"20230812_07_408.zip-381235H0.811","604"
"20230811_09_408.zip-381100H0.815","539"
"20230810_20_408.zip-381089H0.807","983"
"20230823_22_408.zip-382337H0.807","38"
"20230810_07_408.zip-381014H0.811","21"
"20230824_08_408.zip-382413H0.815","4"
"20230815_07_408.zip-381582H0.804","773"
"20230812_19_408.zip-381297H0.812","3346"
"20230813_15_408.zip-381306H0.812","440"
"20230816_12_408.zip-381666H0.808","840"
"20230813_22_408.zip-381332H0.815","698"
"20230813_16_408.zip-381312H0.806","3792"
"20230817_02_408.zip-381666H0.815","841"
"20230819_10_408.zip-381903H0.811","44"
"20230820_06_408.zip-382086H0.801","25"
"20230820_08_408.zip-382075H0.813","14"
"20230820_23_408.zip-382024H0.809","15"
"20230813_12_408.zip-381303H0.812","1056"
"20230819_13_408.zip-381906H0.811","44"
"20230821_04_408.zip-382140H0.814","12"
"20230820_15_408.zip-382085H0.815","10"
"20230818_08_408.zip-381891H0.811","104"
"20230821_21_408.zip-382136H0.809","13"
"20230821_10_408.zip-382192H0.815","9"
"20230820_15_408.zip-382026H0.814","12"
"20230823_13_408.zip-382373H0.809","12"
"20230822_20_408.zip-382248H0.811","39"
"20230820_09_408.zip-382011H0.805","20"
"20230811_13_408.zip-381103H0.815","1250"
"20230822_10_408.zip-382253H0.814","9"
"20230822_05_408.zip-382243H0.809","12"
"20230822_22_408.zip-382209H0.808","8"
"20230811_23_408.zip-381114H0.815","187"
"20230820_20_408.zip-382088H0.815","9"
"20230822_14_408.zip-382240H0.805","17"
"20230811_20_408.zip-381169H0.809","2021"
"20230811_19_408.zip-381105H0.815","1511"
"20230824_01_408.zip-382342H0.807","38"
"20230810_16_408.zip-381088H0.815","1830"
"20230811_11_408.zip-381122H0.811","1126"
"20230810_05_408.zip-381043H0.808","2765"
"20230815_20_408.zip-381550H0.815","1144"
"20230812_03_408.zip-381278H0.802","340"
"20230815_21_408.zip-381557H0.801","1483"
"20230817_22_408.zip-381789H0.808","799"
"20230817_14_408.zip-381778H0.811","1026"
"20230814_21_408.zip-381432H0.807","874"
"20230817_21_408.zip-381751H0.812","662"
"20230816_18_408.zip-381664H0.801","2628"
"20230816_20_408.zip-381619H0.806","5159"
"20230813_19_408.zip-381347H0.811","1583"
"20230813_14_408.zip-381313H0.807","915"
"20230813_01_408.zip-381255H0.808","1152"
"20230817_13_408.zip-381787H0.808","997"
"20230818_10_408.zip-381877H0.801","137"
"20230813_18_408.zip-381308H0.812","2744"
"20230816_12_408.zip-381657H0.807","1452"
"20230812_12_408.zip-381239H0.804","616"
"20230815_21_408.zip-381554H0.815","210"
"20230819_02_408.zip-381878H0.807","50"
"20230818_13_408.zip-381893H0.808","450"
"20230821_10_408.zip-382132H0.809","15"
"20230819_01_408.zip-381874H0.815","28"
"20230818_12_408.zip-381836H0.816","566"
"20230812_04_408.zip-381209H0.806","2801"
"20230821_20_408.zip-382146H0.804","10"
"20230820_12_408.zip-382013H0.809","17"
"20230812_07_408.zip-381219H0.815","846"
"20230820_17_408.zip-382033H0.814","12"
"20230821_11_408.zip-382197H0.807","38"
"20230821_18_408.zip-382194H0.815","9"
"20230810_06_408.zip-381098H0.803","68"
"20230822_13_408.zip-382210H0.813","12"
"20230823_08_408.zip-382365H0.814","8"
"20230824_01_408.zip-382379H0.809","12"
"20230810_06_408.zip-381071H0.812","989"
"20230811_08_408.zip-381195H0.807","723"
"20230824_01_408.zip-382358H0.805","16"
"20230810_17_408.zip-381013H0.801","3048"
"20230810_12_408.zip-381085H0.815","762"
"20230824_09_408.zip-382414H0.815","4"
"20230817_15_408.zip-381794H0.802","237"
"20230814_07_408.zip-381415H0.812","683"
"20230812_15_408.zip-381207H0.807","619"
"20230814_14_408.zip-381421H0.812","1370"
"20230817_04_408.zip-381767H0.811","4566"
"20230815_22_408.zip-381583H0.814","640"
"20230815_07_408.zip-381570H0.814","833"
